Author Info
Author,# Of Reviews,Product URL,Rating,Average Rating,Review Text,Review Date,Sentiment Score,Word Count,# LQ Words,Verified Purchase,Repeatability Percentage
Amazon Customer,56,https://www.amazon.ca/DCV517B-Baretool-Cordless-2-Gallon-Portable/dp/B01CKIZ8BA?ref=pf_vv_at_pdctrvw_dp,5,4.4,great and very useful,2017-02-08,0.988695,4,0,Yes,0.03448275862068964
Amazon Customer,56,https://www.amazon.ca/RDEER-Insulated-Screwdriver-Magnetic-Phillips/dp/B072NCPK4J?ref=pf_vv_at_pdctrvw_dp,5,4.1,Great product compact and pretty much everything under one case,2018-11-13,0.948857,10,0,Yes,0.03448275862068964
Jennifer,192,https://www.amazon.ca/Eton-Blackout-Emergency-Flashlight-Nightlight/dp/B0045W0MD4?ref=pf_vv_at_pdctrvw_dp,4,3.8,not easy to figure out at first but they do work,2018-11-02,-0.738149,11,0,Yes,0.01111111111111111
neighbour2thenorth,25,https://www.amazon.ca/One-Minute-After-You-Die/dp/0802463061?ref=pf_vv_at_pdctrvw_dp,5,3.8,What a beautiful book,2018-03-30,0.919264,4,0,Yes,0.05
Allrounder,12,https://www.amazon.ca/How-Train-Your-Dragon-Dragons-ebook/dp/B07568RX45?ref=pf_vv_at_pdctrvw_dp,5,4.8,"I love this series it is now one of my three favourites in all the book series i've read, and I read a lot of book series",2018-09-15,0.987382,27,0,Yes,0.022222222222222216
AJ,22,https://www.amazon.ca/Rockport-Essential-Details-Water-Loafer/dp/B00AIGQIO8?ref=pf_vv_at_pdctrvw_dp,5,4.1,Could be a little more grippy but otherwise is great,2018-11-29,0.45675,10,0,Yes,0.07692307692307694
Sheila Borden,24,https://www.amazon.ca/UNIONBAY-Cordova-Belted-Cargo-Messenger/dp/B00PI5FOVW?ref=pf_vv_at_pdctrvw_dp,5,4.5,Great Quality. Sizing dead on.,2017-12-06,0.0161675,5,0,Yes,0.03571428571428568
Jennifer,192,https://www.amazon.ca/Urban-CoCo-sleeve-Stretchy-Green-1/dp/B017YMKWY0?ref=pf_vv_at_pdctrvw_dp,5,4.5,fit perfect its so comfy to wear and it arrived fast,2017-03-21,0.979695,11,0,Yes,0.01111111111111111
Amazon Customer,57,https://www.amazon.ca/Offering-Roundworms-Tapeworms-Hookworms-Product/dp/B01HRE6I7U?ref=pf_vv_at_pdctrvw_dp,5,4.1,Worked immediately and it's been a few weeks without any more symptoms. Perfect!,2017-05-04,0.0,13,0,Yes,0.011764705882352924
Sheila Borden,24,https://www.amazon.ca/Kanu-Surf-Mens-Trunk-X-Large/dp/B00A8EFUMQ?ref=pf_vv_at_pdctrvw_dp,5,4.4,Awesome item Great quality,2017-12-06,0.989674,4,0,Yes,0.03571428571428568
Amazon Customer,23,NO URL DETECTED,2,0.0,It leaks and not what i thought I was getting. Too late for return. Not an issue for seller issue for the manufacturer.,2017-06-09,-0.7065756666666667,23,0,Yes,0.047619047619047616
makaveli,43,https://www.amazon.ca/Grooming-drilling-Adjustable-Manicure-Pedicure/dp/B075QCQRFR?ref=pf_vv_at_pdctrvw_dp,1,2.8,"Not reusable. Once the sandpaper is gone, good bye.",2018-10-01,-0.1483055,9,0,Yes,0.01818181818181819
Amazon Customer,64,https://www.amazon.ca/zeraca-Racerback-Zipper-Waisted-Swimsuit/dp/B0183L3HDO?ref=pf_vv_at_pdctrvw_dp,4,3.3,This suit was actually decent for the price and for my curvy body. I did alter the straps to hold my boobs up a bit better but still good bang for buck.,2018-12-10,0.7951710000000001,32,1,Yes,0.009259259259259266
Amazon Customer,57,https://www.amazon.ca/Wireless-PICTEK-Cordless-Computer-18-month/dp/B01C5519ES?ref=pf_vv_at_pdctrvw_dp,5,4.6,Best mouse I've found for the price,2018-12-03,0.931306,7,0,Yes,0.011764705882352924
Sheila Borden,24,https://www.amazon.ca/TrifyCore-Barbie-Shoulder-Clothes-Random/dp/B07H94WK53?ref=pf_vv_at_pdctrvw_dp,5,5.0,They arrived fast and are super cute! I'm using them for Elf on the shelf clothes,2018-10-27,0.4971015,16,0,Yes,0.03571428571428568
Amazon Customer,55,https://www.amazon.ca/PurpleHanger-Womens-Scoop-Turquoise-20-22/dp/B01HMQQEWC?ref=pf_vv_at_pdctrvw_dp,5,4.2,"I bought these shirts in all 12 colours. They are very flattering, vibrant colour. Very nice, soft material. Lightweight and cool. They fit as expected maybe slightly larger than expected. Excellent price and fast delivery, great customer service as well.",2018-10-23,0.8776248333333333,40,0,Yes,0.015873015873015872
Michael Hudson,43,https://www.amazon.ca/niceEshop-Ferrocerium-Magnesium-Survival-Emergency/dp/B01GQ2C9V8?ref=pf_vv_at_pdctrvw_dp,5,3.5,Biggest ferro rod I have come across. Shipped on time. Thanks,2016-10-14,-0.3112686666666667,11,0,Yes,0.016393442622950827
Sheila Borden,24,https://www.amazon.ca/Indica-Plateau-Youth-Where-Droppin/dp/B07GPZB3FY?ref=pf_vv_at_pdctrvw_dp,5,4.3,Excited to give this to my son for Christmas. It's exactly as pictured and made with Gildan t shirt,2018-10-27,0.8756955,19,0,Yes,0.03571428571428568
Rizzle Dizzle,60,https://www.amazon.ca/4pcs-Robojax-battery-connector-cable/dp/B07C9WQM1X?ref=pf_vv_at_pdctrvw_dp,5,4.5,These electrical wires are thicker than some others its worth the extra money.,2018-09-06,0.623691,13,0,Yes,0.019999999999999993
Saima Tazreen,33,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,4,4.1,Urgently needed this for the scorching heat this summer. Arrived on time and was quite easy to set up.,2018-09-07,0.247221,19,0,Yes,0.018867924528301886
Typhanie,9,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,2,4.1,"It is extremely flimsy, poor quality",2018-11-13,-0.983938,6,0,Yes,0.12499999999999999
makaveli,43,https://www.amazon.ca/Sena-Bluetooth-10C-A0311-Helmet-Clamp/dp/B0140Z5PG4?ref=pf_vv_at_pdctrvw_dp,1,2.3,Waste of money. This item described it has bluetooth capabilities and camera. When I got the unit is was highly dissapointed because this only has speaker and a mic. Everything else is sold separately...... FALSELY ADVERTISE,2018-10-06,-0.629094,36,0,Yes,0.01818181818181819
James A Tibbetts,3,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,5,4.1,It's good. No problems.,2018-10-02,0.0,4,0,Yes,0.3333333333333333
Jennifer,192,https://www.amazon.ca/Willtoo-TM-Fashion-Bicycle-Balaclava/dp/B00XBE7X9S?ref=pf_vv_at_pdctrvw_dp,5,5.0,"This balaclava is perfect! It came in a relatively short time, fits nicely and the quality is spot on.",2017-06-03,0.8806315,19,0,Yes,0.01111111111111111
Jennifer,192,https://www.amazon.ca/ezyoutdoor-Portable-Raincoat-Waterproof-Packable/dp/B01M9BYX4A?ref=pf_vv_at_pdctrvw_dp,5,3.9,exactly what I needed better then expected and worth the wait,2017-09-19,0.581687,11,0,Yes,0.01111111111111111
Amazon Customer,8,https://www.amazon.ca/iPhone-Protector-JOTO-Tempered-Protection/dp/B0756W9RQ6?ref=pf_vv_at_pdctrvw_dp,5,4.0,Great value!,2018-09-02,0.986769,2,0,Yes,0.07692307692307694
Jennifer,192,https://www.amazon.ca/You-2017-Day-Day-Calendar/dp/1449478751?ref=pf_vv_at_pdctrvw_dp,4,4.3,Not as funny as I thought it would be but it came fast,2016-11-24,-0.471589,13,0,Yes,0.01111111111111111
Amazon Customer,56,https://www.amazon.ca/Lemonda-Multi-Function-Waterproof-Backpack-Capacity/dp/B07434P6PD?ref=pf_vv_at_pdctrvw_dp,5,4.7,My wife loves this thing and was surprised by the amount of roof it has,2018-05-30,0.962889,15,0,Yes,0.03448275862068964
Amazon Customer,9,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,3,4.1,Good for the money. Box had been opened and was shipped open. Works well,2018-10-31,0.30026533333333333,14,0,Yes,0.1111111111111111
Kindle Customer,46,https://www.amazon.ca/Sendt-Notebook-Laptop-Combination-Security/dp/B008A4F8UA?ref=pf_vv_at_pdctrvw_dp,5,4.1,Inexpensive and efficient protection for my laptop. I am entirely satisfied.,2018-05-05,0.976251,11,0,Yes,0.014925373134328342
Amazon Customer,27,https://www.amazon.ca/Orbit-Irrigation-67000-DripMaster-Manifold/dp/B000H9AI9C?ref=pf_vv_at_pdctrvw_dp,5,4.4,Good,2018-11-16,0.0,1,0,Yes,0.0769230769230769
Michael Hudson,43,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,5,4.1,"Works well, great price.",2018-12-14,0.964876,4,0,Yes,0.016393442622950827
Jennifer,192,https://www.amazon.ca/Fivers-Advantages-Waterproof-Shakeproof-Camouflage/dp/B01IF8U5K8?ref=pf_vv_at_pdctrvw_dp,2,3.0,provides good protaction but the picture om the back started to fade within a week,2016-11-24,0.494505,15,0,Yes,0.01111111111111111
Amazon Customer,56,https://www.amazon.ca/Explore-BabyS-3-Stage-Activity-Center/dp/B01J94K9OY?ref=pf_vv_at_pdctrvw_dp,5,4.7,Very easy to put together,2018-11-27,0.949554,5,0,Yes,0.03448275862068964
Amazon Customer,23,https://www.amazon.ca/Bionaire-BW2300-N-Reversible-Airflow-Control/dp/B000065DKJ?ref=pf_vv_at_pdctrvw_dp,5,4.4,Love it. Impressed with the craftsmanship. Helps with the heat wave. Definitely buying a second one in fall for air flow issue,2018-08-10,0.36100525,22,0,Yes,0.047619047619047616
Amazon Customer,56,https://www.amazon.ca/Pepperidge-Farm-Goldfish-Honey-Grahams/dp/B00F504ZOM?ref=pf_vv_at_pdctrvw_dp,5,4.5,yum,2018-05-30,0.0,1,0,Yes,0.03448275862068964
Jennifer,192,https://www.amazon.ca/Melissa-Doug-Scratch-Magic-Cubes/dp/B007ZPWIQC?ref=pf_vv_at_pdctrvw_dp,5,4.6,so much fun for all my kids,2017-09-19,0.974772,7,0,Yes,0.01111111111111111
makaveli,43,https://www.amazon.ca/Ultra-Pro-Premium-Topload-Holders/dp/B00095M5C2?ref=pf_vv_at_pdctrvw_dp,5,4.8,As Always u can expect quality from ultra-pro they never let me down,2016-12-13,-0.76043,13,0,Yes,0.01818181818181819
Jennifer,192,https://www.amazon.ca/Fashion-Rugged-Durable-Resistant-Shockproof/dp/B00Y2Y6SL0?ref=pf_vv_at_pdctrvw_dp,2,3.6,broke trying to put it on but it shipped fast,2016-11-24,-0.425668,10,0,Yes,0.01111111111111111
Amazon Customer,57,https://www.amazon.ca/CACOY-Charger-Braided-Connector-MacBook12/dp/B01AHO9UYU?ref=pf_vv_at_pdctrvw_dp,5,4.2,See no issues so far and the you can tell that it is decently made for sure. May order again since it is such a good price.,2017-05-04,0.906515,27,0,Yes,0.011764705882352924
Matthew Wickware,21,NO URL DETECTED,5,0.0,Works like a charm.,2017-12-04,0.89355,4,0,Yes,0.08333333333333331
Tausif Ahamed Bhuiyan,1,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,5,4.1,Very good fan,2018-12-04,0.987657,3,0,Yes,0.5
Amazon Customer,27,https://www.amazon.ca/Fiskars-9921-Softouch-Micro-Tip-Pruning/dp/B00004SD76?ref=pf_vv_at_pdctrvw_dp,5,4.6,Still use the same ones after a year of trimmings works great,2018-11-16,0.898699,12,0,Yes,0.0769230769230769
Kindle Customer,46,https://www.amazon.ca/pendule-Foucault-Litt%C3%A9rature-French-ebook/dp/B00AGZ6XKU?ref=pf_vv_at_pdctrvw_dp,5,5.0,"L'un de mes romans favoris d'Umberto Eco. Un thème semblable au Code Da Vinci, mais de beaucoup supérieur. Comme d'habitude une très élégante traduction de Jean-Noël Schifano.",2017-06-18,0.18823766666666666,27,0,Yes,0.014925373134328342
Kindle Customer,46,https://www.amazon.ca/Universal-Waterproof-JOTO-CellPhone-Motorola/dp/B00LBK7OSY?ref=pf_vv_at_pdctrvw_dp,4,4.5,It is a bit tight for my Samsung Galaxy Note 4 but it kept it dry and that is why I made that purchase. It is somewhat awkward to use the phone while it is in the case but my phone was well protected.,2018-05-05,0.44173,44,0,Yes,0.014925373134328342
Client d'Amazon,9,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,5,4.1,"Ce produit est parfait côté qualité-prix. Il est facile à assembler, pas trop bruyant. Il fait bien le travail!",2018-11-15,0.33216766666666664,18,0,Yes,0.03333333333333333
Jennifer,192,https://www.amazon.ca/iXTREME-Little-Snowmobile-Outerwear-Royal/dp/B01H288SXS?ref=pf_vv_at_pdctrvw_dp,1,2.7,length wise it was good but the with was way to small i orders a size 4 for my 2 year old and it would not zip i had to return this item still waitning for my return payment and i had to pay the return shipping,2016-11-24,-0.340185,47,0,Yes,0.01111111111111111
Typhanie,9,https://www.amazon.ca/R-HORSE-Narwhal-Excrement-Squishies-Decompression/dp/B07DD8S12J?ref=pf_vv_at_pdctrvw_dp,1,4.4,"I thought everything was good until I went to wrap them for my daughter for christmas and the horn was ripped almost right off the one, I dont know if from travel or what but I will not buy again",2018-12-04,-0.81805,40,0,Yes,0.12499999999999999
Amazon Customer,55,https://www.amazon.ca/Earthly-Body-Marrakesh-Leave-Treatment/dp/B002SYXHTC?ref=pf_vv_at_pdctrvw_dp,5,4.0,"I got a product from this line in my fabfitfun box, smells amazing and works well. Had to buy more!",2017-04-10,0.795952,20,0,Yes,0.015873015873015872
Jennifer,192,https://www.amazon.ca/Forum-Novelties-Bow-Arrow-Set/dp/B005O3BE26?ref=pf_vv_at_pdctrvw_dp,3,3.0,its kinda cheep but did the trick for my costume,2017-03-21,0.267894,10,0,Yes,0.01111111111111111
Amazon Customer,56,https://www.amazon.ca/Mpow-Bluetooth-Headphones-Wireless-Memory-Protein/dp/B075DVGWYM?ref=pf_vv_at_pdctrvw_dp,5,4.5,These work great the kids wear them all the time,2018-11-27,0.856181,10,0,Yes,0.03448275862068964
scott morrell,56,https://www.amazon.ca/Intex-Leaf-Rake-for-Pools/dp/B005QIXS96?ref=pf_vv_at_pdctrvw_dp,3,3.7,It’s a little flimsy,2018-10-29,-0.858921,4,0,Yes,0.023255813953488347
Amazon Customer,57,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,5,4.1,Best fan for this price that I've found. Bottom stays together much better than previous cheaper fans that I have had. Plus it fans out and folds in for easy transport.,2018-12-03,0.8790429999999999,31,0,Yes,0.011764705882352924
Vino,2,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,4,4.1,Good,2018-09-21,0.0,1,0,Yes,1.0
Amazon Customer,27,https://www.amazon.ca/Clear-Empty-Gelatin-Capsules-Capsuline/dp/B00PYUZ5UQ?ref=pf_vv_at_pdctrvw_dp,5,4.6,Great thanks,2018-11-16,0.987671,2,0,Yes,0.0769230769230769
makaveli,43,https://www.amazon.ca/T-Power-Chromebook-11-2010nr-Detachable-11-f3x85ut/dp/B00IGKKGGE?ref=pf_vv_at_pdctrvw_dp,5,3.1,I would buy this agian for sure !!!!!! My laptop can acutally stay on during a charge if its low battery. Amazing the product does what it says also its more durable than the (pwr) i bough…,2016-12-13,0.30129,36,0,Yes,0.01818181818181819
Christopher Darling,10,https://www.amazon.ca/Mattress-Foundation-structure-assembly-required/dp/B01HIR5ENK?ref=pf_vv_at_pdctrvw_dp,5,4.7,Something that I can fit up my narrow staircase!  A traditional queen boxspring will not fit into my bedroom. You can buy two separat…,2018-10-20,-0.015337666666666694,24,0,Yes,0.034482758620689655
makaveli,43,https://www.amazon.ca/Adapter-Pavilion-Presario-Probook-Elitebook-Envy-Laptop-Charger/dp/B00GGPFNRS?ref=pf_vv_at_pdctrvw_dp,1,4.3,Very weak product i dont like it it broke in such a small period of time and the charge was quite slow. I contacted them but nothing so i bought the one below …,2016-08-11,-0.492053,33,0,Yes,0.01818181818181819
Joshua Kennedy,8,https://www.amazon.ca/Little-Tikes-Dino-Cozy-Coupe/dp/B01LY46WJN?ref=pf_vv_at_pdctrvw_dp,5,4.1,My kids love it that we have to buy a second one. It is great indoor or outdoor use. It takes time to assemble but worth it.,2018-12-06,0.9060739999999999,27,0,Yes,0.07142857142857142
makaveli,43,https://www.amazon.ca/Fashion-Uzumaki-Naruto-Rubber-iPhone/dp/B00VFXYECQ?ref=pf_vv_at_pdctrvw_dp,1,1.0,Horrible DO NOT BUY Ive gotten my a-z refund.... case is all black with a sticker on it reall really bad sticker,2016-05-16,-0.995216,22,0,Yes,0.01818181818181819
makaveli,43,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,1,4.1,Make a weird noise when on rotation,2018-11-19,-0.576895,7,0,Yes,0.01818181818181819
Typhanie,9,https://www.amazon.ca/Jolly-Jumper-Weathershield-Car-Seat/dp/B005DU1YW0?ref=pf_vv_at_pdctrvw_dp,5,3.8,"Fits perfectly, excally what I was looking for.",2018-11-29,0.652269,8,0,Yes,0.12499999999999999
Amazon Customer,64,https://www.amazon.ca/TORRAS-iPhone-Silicone-Shockproof-Compatible/dp/B075B7LN31?ref=pf_vv_at_pdctrvw_dp,5,4.2,Love this phone case so much. Feels great (super soft). Cleans up well. Great colour. Unfortunately a little price of the rubber surface peeled off exposing a clear coat and I’ve only had it for a couple months :( sad.,2018-12-10,0.5451659999999999,39,0,Yes,0.009259259259259266
Jessica McBride,10,https://www.amazon.ca/Bluetooth-Remote-Control-CamKix-Smartphones/dp/B015PKYW0I?ref=pf_vv_at_pdctrvw_dp,4,4.4,"It’s overall a good product, trigger works well. The lack of height adjustment in the tripod is problematic for my purposes.",2018-07-24,0.029362500000000014,21,0,Yes,0.07692307692307691
Amazon Customer,27,https://www.amazon.ca/Micron-Filter-OldPAPA-Reusable-Screen/dp/B07BBLGZLK?ref=pf_vv_at_pdctrvw_dp,5,5.0,As advertised,2018-11-16,0.0,2,0,Yes,0.0769230769230769
Rizzle Dizzle,60,https://www.amazon.ca/D-Special-Bilingual-Robert-Schwentke/dp/B004C00EKU?ref=pf_vv_at_pdctrvw_dp,5,4.6,Great,2017-09-04,0.0,1,0,Yes,0.019999999999999993
Jennifer,192,https://www.amazon.ca/Wedding-Bridal-Clear-Crystal-Brooches/dp/B01KNZVV9U?ref=pf_vv_at_pdctrvw_dp,5,5.0,bigger and better then expecting,2017-09-19,0.488749,5,0,Yes,0.01111111111111111
Customer,1,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,2,4.1,"Not the best time quality you can find, loud and doesn’t cool the room. Expected to get what I paid for but you could find something much better for the same price. Wouldn’t buy it again",2018-09-06,-0.31616933333333336,36,0,Yes,0.10000000000000002
Amazon Customer,55,https://www.amazon.ca/Avidlove-Women-Chemise-Lingerie-Babydoll/dp/B06XJK5G6L?ref=pf_vv_at_pdctrvw_dp,4,4.2,"Somewhat small but nice, no support in the bust.",2018-10-23,-0.709134,9,0,Yes,0.015873015873015872
Amazon Customer,55,https://www.amazon.ca/Ozeri-Bathroom-Electro-Mechanical-Weight-Technology/dp/B00KO6616W?ref=pf_vv_at_pdctrvw_dp,3,4.1,"Loved this scale..very sleek and nice looking but it just randomly stopped working, the lights/numbers flashing in it and dial to the analog not spinning at all or spinning in the wrong direction. Tried lots of different batteries but I think I just got a product wi…",2017-03-16,0.578693,47,0,Yes,0.015873015873015872
Amazon Customer,57,https://www.amazon.ca/LANGRIA-Commercial-Clothing-Garment-Storage/dp/B071YLDW8Q?ref=pf_vv_at_pdctrvw_dp,5,4.5,"Excellent! The assemble of the bottom was a little tricky, but overall it is sturdy and hasn't leaned to the side so far. I've seen much flimsier ones for more.",2018-05-11,0.27728533333333333,30,0,Yes,0.011764705882352924
Amazon Customer,14,https://www.amazon.ca/Susenstone-Wallet-Small-Fresh-Mobile/dp/B0194MWZXO?ref=pf_vv_at_pdctrvw_dp,4,4.0,decent quality quick delivery!,2016-07-21,0.78405,4,0,Yes,0.1111111111111111
Amazon Customer,56,https://www.amazon.ca/BESTTEN-Wireless-Electrical-Automation-Certified/dp/B078R7BF38?ref=pf_vv_at_pdctrvw_dp,5,4.0,"Worked way better then anticipated, I use it for the fan on my wood stove in my shop seeing as I always get to the door without turning it off now no worries",2018-11-27,0.771617,33,0,Yes,0.03448275862068964
Saima Tazreen,33,https://www.amazon.ca/Coverage-Protector-Hattie-Anti-Fingerprint-Scratch-Resistant/dp/B0777LXG3Z?ref=pf_vv_at_pdctrvw_dp,4,3.0,"Bought this for my brother who has been searching heavily for a good screen protector. This covers the whole iphone screen unlike most other products and is serving him well so far. However, the price is a little too high compared to the produ…",2018-09-07,0.10391100000000002,44,0,Yes,0.018867924528301886
Sydney,1,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,5,4.1,Really easy to set up and runs great throughout the night,2018-11-13,0.977534,11,0,Yes,0.2
Jennifer,192,https://www.amazon.ca/Transwon-Covers-Compatible-Allwinner-Android/dp/B00YLBA52W?ref=pf_vv_at_pdctrvw_dp,5,4.5,fits well,2016-11-24,0.0,2,0,Yes,0.01111111111111111
neighbour2thenorth,25,https://www.amazon.ca/Scripture-Confessions-Healing-Keith-Provance/dp/1577948734?ref=pf_vv_at_pdctrvw_dp,5,5.0,So handy to carry around. I've probably ordered several dozen of these over the past 2 years and given them out to those who need healing.,2016-02-15,0.1724655,26,0,Yes,0.05
SIBY PAUL,11,https://www.amazon.ca/Preethi-Eco-Plus-Mixer-Grinder/dp/B004A2ECZI?ref=pf_vv_at_pdctrvw_dp,5,3.8,Excellent,2018-07-25,0.0,1,0,Yes,0.16666666666666666
Amazon Customer,27,https://www.amazon.ca/Hydrofarm-AAPA45L-Active-Commercial-Air/dp/B002JPRNOU?ref=pf_vv_at_pdctrvw_dp,5,3.8,Little noisy but all pumps are Delivers good air,2018-11-16,0.45429,9,0,Yes,0.0769230769230769
SIBY PAUL,11,https://www.amazon.ca/Android-Octa-Smart-Wi-Fi-Bluetooth4-0/dp/B0747QHKS3?ref=pf_vv_at_pdctrvw_dp,5,3.8,Very nice,2018-07-25,0.0,2,0,Yes,0.16666666666666666
Amazon Customer,56,https://www.amazon.ca/Litom-Lights-Outdoor-Motion-Sensor/dp/B01KSY553O?ref=pf_vv_at_pdctrvw_dp,5,4.5,Works great i have them place out side my sheds and they have been working great a little slow on the -20 nights but great haven't touched them since i bought them.,2018-01-30,0.572437,32,0,Yes,0.03448275862068964
Amazon Customer,56,https://www.amazon.ca/Rachael-Ray-56759-Lazy-Tongs-Orange/dp/B008PRFRPS?ref=pf_vv_at_pdctrvw_dp,5,3.6,Wife love it,2018-05-30,0.961098,3,0,Yes,0.03448275862068964
AJ,22,https://www.amazon.ca/iBenzer-Macbook-Keyboard-MacBook-CA-MA13CYCL/dp/B01M1OY5KR?ref=pf_vv_at_pdctrvw_dp,5,4.0,As described and snapped in place,2016-12-04,0.0,6,0,Yes,0.07692307692307694
Rene Landry,9,https://www.amazon.ca/NESPRESSO-C60-US-DB-NE-Nespresso-Pixie-Espresso/dp/B007NJQ7BM?ref=pf_vv_at_pdctrvw_dp,5,4.1,La machine est simple et facile à faire fonctionner. Le café Nespresso est excellent! Probablement un des meilleurs rapport qualité prix pour ce type de machine.,2014-01-08,0.44584566666666664,25,0,Yes,0.050000000000000024
Amazon Customer,57,https://www.amazon.ca/Charging-Braided-Including-Nintendo-ChromeBook/dp/B073VKCVNG?ref=pf_vv_at_pdctrvw_dp,2,3.3,Good at first but they all stopped working quickly and you would have to hold it at a certain angle to work.,2018-09-06,0.387593,22,0,Yes,0.011764705882352924
Amazon Customer,64,https://www.amazon.ca/Summer-Infant-Portable-Booster-Green/dp/B01AZC36Z8?ref=pf_vv_at_pdctrvw_dp,5,4.6,Bought for two new moms and both were very happy with the idea. Will be testing out come summer.,2018-03-21,0.7643340000000001,19,0,Yes,0.009259259259259266
Rene Landry,9,https://www.amazon.ca/Ralph-Lauren-Romance-Women-3-4-Ounce/dp/B000C235XK?ref=pf_vv_at_pdctrvw_dp,5,4.1,Livraison et produit tel que prévu.,2016-06-12,0.0,6,0,Yes,0.050000000000000024
Amazon Customer,57,https://www.amazon.ca/Skyline-Advance-Kickstand-Metallic-Protection/dp/B01BTELHNE?ref=pf_vv_at_pdctrvw_dp,4,4.6,Very good case and seems very sturdy so far. Exactly as expected. Would have given five stars if the stand was a little bit better. Still a decent stand either way. Plus the particular aux cord I have still can't be inserted into my phone without removing the …,2017-05-04,0.12193879999999999,48,0,Yes,0.011764705882352924
Jennifer,192,https://www.amazon.ca/101-Dalmatians-Diamond-Blu-ray-Bilingual/dp/B00OZLF4AG?ref=pf_vv_at_pdctrvw_dp,3,4.5,average movie and average ship time,2016-11-24,-0.565478,6,0,Yes,0.01111111111111111
Jennifer,192,https://www.amazon.ca/Adhesive-Outdoor-Business-Security-Burglar/dp/B076W2VH4T?ref=pf_vv_at_pdctrvw_dp,5,4.6,these still well and are the perfect size,2018-11-02,0.959986,8,0,Yes,0.01111111111111111
Michael Hudson,43,https://www.amazon.ca/Housweety-Spiral-Pendants-Findings-25x20mm/dp/B00FR3EVNM?ref=pf_vv_at_pdctrvw_dp,5,4.5,Product as described and it showed up the next day. 1 day early!,2016-12-21,0.241443,13,0,Yes,0.016393442622950827
Amazon Customer,1,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,5,4.1,Great fan.,2018-09-05,0.969602,2,0,Yes,1.0
Amazon Customer,56,https://www.amazon.ca/Rubbermaid-TakeAlongs-5-2-Cup-Squares-Containers/dp/B003A2AZ5U?ref=pf_vv_at_pdctrvw_dp,5,4.5,Can you ever have too much Rubbermaid containers ?,2018-05-30,0.0,8,0,Yes,0.03448275862068964
neighbour2thenorth,25,https://www.amazon.ca/New-World-Foods-Pumpkin-Organic/dp/B00TCNNFNK?ref=pf_vv_at_pdctrvw_dp,5,3.4,"This is the best tasting pumpkin seed butter and it's raw! Plus, it's good for you!!!",2018-09-09,0.49311533333333335,16,0,Yes,0.05
makaveli,43,https://www.amazon.ca/Venom-Motorcycle-Swingarm-Paddock-Kawasaki/dp/B0036QZ8VQ?ref=pf_vv_at_pdctrvw_dp,1,4.2,If I known these cannot hold the rider on the bike while on the stand I would of not order this.,2018-11-19,-0.927481,22,0,Yes,0.01818181818181819
Rizzle Dizzle,60,https://www.amazon.ca/VIVOSUN-Pairs-Adjustable-Reflector-Hanger/dp/B010DD743O?ref=pf_vv_at_pdctrvw_dp,5,4.7,Reliable easy to use. Stop making do with rope.,2017-12-10,0.05585899999999999,9,0,Yes,0.019999999999999993
Amazon Customer,23,https://www.amazon.ca/Vivaplex-Green-Glass-Bottles-Sprayers/dp/B074KR5ZBY?ref=pf_vv_at_pdctrvw_dp,5,2.9,Very impressed with the entire brand,2018-02-25,0.957306,6,0,Yes,0.047619047619047616
Amazon Customer,55,https://www.amazon.ca/adidas-Womens-Core18-Jersey-White/dp/B073H9FQYR?ref=pf_vv_at_pdctrvw_dp,5,5.0,"Fits as expected, good quality shirt",2018-10-23,0.901976,6,0,Yes,0.015873015873015872
